Código INE,Municipio,Provincia,Comunidad Autónoma,Población Total,Población Hombres,Población Mujeres,Unnamed: 7,Conductores Hombres,Conductoras Mujeres,Censo Conductores,Unnamed: 11,Parque Ciclomotores,Parque Motocicletas,Parque Turismos,Parque Furgonetas,Parque Camiones,Parque Total,Motocicletas sin ITV (<25 años),Turismos sin ITV (<25 años),Resto de Vehículos sin ITV (<25 años),Parque Ciclomotores (<25 años),Parque Ciclomotores (<15 años),Parque Ciclomotores (<8 años),Parque Ciclomotores (<4 años),Parque Motocicletas (<25 años),Parque Motocicletas (<15 años),Parque Motocicletas (<8 años),Parque Motocicletas (<4 años),Parque Turismos (<25 años),Parque Turismos (<15 años),Parque Turismos (<8 años),Parque Turismos (<4 años),Parque Furgonetas (<25 años),Parque Furgonetas (<15 años),Parque Furgonetas (<8 años),Parque Furgonetas (<4 años),Parque Camiones (<25 años),Parque Camiones (<15 años),Parque Camiones (<8 años),Parque Camiones (<4 años),Unnamed: 41,Antigüedad Media del Parque (<25 años),Antigüedad Media de Ciclomotores,Antigüedad Media de Motocicletas,Antigüedad Media de Turismos,Antigüedad Media de Furgonetas,Antigüedad Media de Camiones,Unnamed: 48,Bicicletas Fallecidos,Bicicletas Heridos Graves,Bicicletas Heridos Leves,Ciclomotores Fallecidos,Ciclomotores Heridos Graves,Ciclomotores Heridos Leves,Motocicletas Fallecidos,Motocicletas Heridos Graves,Motocicletas Heridos Leves,Turismos Fallecidos,Turismos Heridos Graves,Turismos Heridos Leves,Furgonetas Fallecidos,Furgonetas Heridos Graves,Furgonetas Heridos Leves,Camiones Fallecidos,Camiones Heridos Graves,Camiones Heridos Leves,Autobús Fallecidos,Autobús Heridos Graves,Autobús Heridos Leves,Otros Fallecidos,Otros Heridos Graves,Otros Heridos Leves,Peatones Fallecidos,Peatones Heridos Graves,Peatones Heridos Leves,Nº Accidentes con Víctimas,Fallecidos,Heridos Hospitalizados,Heridos no Hospitalizados,Unnamed: 80,Total Sanciones con Puntos,Total Puntos Detraídos,Velocidad (2 puntos),Velocidad (4 puntos),Velocidad (6 puntos),Alcohol (4 puntos),Alcohol (6 puntos),Drogas (6 puntos),"Casco, Cinturón, SRI (3 puntos)",Móvil (3 puntos),Semáforo (4 puntos),Otra (3 puntos),Otra (4 puntos),Otra (6 puntos),Unnamed: 95,Campañas
15051,"Coruña, A",Coruña (A),Galicia,247604.0,114776.0,132828.0,,74658.0,67043.0,141701.0,,3188.0,11404.0,114067.0,6392.0,6291.0,144917.0,2197.0,6179.0,2308.0,3162.0,928.0,258.0,163.0,8839.0,6849.0,2937.0,1752.0,100153.0,66076.0,32435.0,16572.0,4730.0,3528.0,2158.0,1067.0,4888.0,2502.0,789.0,393.0,,11.773584845182384,16.674974699557243,10.670566806199796,11.660596187832617,9.97399577167019,14.391209083469722,,0.0,0.0,16.0,0.0,1.0,10.0,0.0,4.0,35.0,2.0,4.0,164.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,0.0,11.0,89.0,276.0,2.0,21.0,337.0,,546.0,1732.0,119.0,45.0,5.0,33.0,4.0,,48.0,,,234.0,33.0,25.0,,4.0
16102,Cuenca,Cuenca,Castilla-La Mancha,54621.0,25956.0,28665.0,,18942.0,15607.0,34549.0,,1588.0,4317.0,27773.0,2914.0,2607.0,40587.0,847.0,1608.0,972.0,1578.0,430.0,52.0,23.0,3262.0,2491.0,1079.0,595.0,25250.0,15525.0,7079.0,3680.0,2233.0,1397.0,561.0,257.0,2244.0,1112.0,326.0,158.0,,12.529615438439363,17.132192648922686,10.756072961373391,12.313798811881188,12.617362292879534,14.610851158645277,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,16.0,0.0,0.0,18.0,,126.0,457.0,,,,5.0,8.0,,50.0,23.0,28.0,,7.0,5.0,,0.0
17102,Girona,Girona,Cataluña,103369.0,49809.0,53560.0,,31341.0,27065.0,58406.0,,3785.0,11777.0,48400.0,5692.0,4408.0,76071.0,2318.0,4708.0,2385.0,3536.0,1272.0,316.0,144.0,9181.0,7273.0,3722.0,2064.0,42278.0,29093.0,16462.0,8994.0,4347.0,2902.0,1541.0,757.0,3677.0,2047.0,867.0,463.0,,11.19620802925363,16.32455882352941,9.944496242239408,10.799678792752731,11.426671267540833,13.256138156105521,,0.0,4.0,100.0,0.0,3.0,34.0,1.0,7.0,114.0,0.0,0.0,177.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,32.0,0.0,2.0,42.0,443.0,1.0,20.0,506.0,,1446.0,5552.0,11.0,2.0,,76.0,25.0,,62.0,,827.0,326.0,53.0,64.0,,0.0
18117,Granada,Granada,Andalucía,233648.0,107829.0,125819.0,,77670.0,61711.0,139381.0,,14332.0,27480.0,112247.0,9371.0,7089.0,173509.0,5805.0,12427.0,4160.0,14260.0,3750.0,931.0,445.0,21014.0,16461.0,7680.0,4013.0,92936.0,60641.0,30027.0,15749.0,6137.0,3563.0,1716.0,898.0,5803.0,2845.0,988.0,519.0,,12.181254570079226,16.882652875175317,10.340581041210621,11.684547753292588,12.809333550594753,14.43640358435292,,0.0,2.0,26.0,0.0,6.0,73.0,0.0,21.0,178.0,0.0,3.0,80.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,19.0,3.0,3.0,59.0,417.0,3.0,36.0,443.0,,3307.0,11898.0,190.0,55.0,9.0,35.0,37.0,,460.0,,1420.0,852.0,114.0,135.0,,0.0
19162,Guadalajara,Guadalajara,Castilla-La Mancha,87484.0,42091.0,45393.0,,27379.0,24521.0,51900.0,,1834.0,4906.0,42812.0,3908.0,2664.0,57686.0,900.0,2440.0,1277.0,1828.0,436.0,87.0,43.0,3459.0,2513.0,1081.0,599.0,39743.0,25855.0,12998.0,6655.0,3103.0,1655.0,687.0,270.0,2318.0,1127.0,288.0,135.0,,12.111074118419529,17.379666301969365,11.265186470078056,11.641410814483054,13.627637769900097,14.844719585849871,,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,18.0,60.0,1.0,6.0,60.0,,279.0,1093.0,,,,18.0,11.0,3.0,22.0,71.0,78.0,10.0,40.0,26.0,,0.0
21068,Huelva,Huelva,Andalucía,143837.0,69043.0,74794.0,,47681.0,34611.0,82292.0,,4768.0,9318.0,72914.0,4429.0,4913.0,98494.0,1659.0,7877.0,2753.0,4750.0,1199.0,324.0,194.0,7314.0,5944.0,2972.0,1805.0,66958.0,44929.0,20944.0,11249.0,3023.0,2101.0,1242.0,571.0,4217.0,2030.0,566.0,286.0,,11.861726165428925,16.945589473684212,9.744407984686902,11.571470175333792,10.765699636123056,14.77669670381788,,0.0,0.0,1.0,0.0,0.0,10.0,0.0,4.0,28.0,0.0,0.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,19.0,81.0,1.0,6.0,95.0,,909.0,3326.0,,,,64.0,25.0,2.0,115.0,299.0,255.0,50.0,49.0,50.0,,0.0
22167,Huesca,Huesca,Aragón,53956.0,25702.0,28254.0,,18241.0,14157.0,32398.0,,1460.0,2870.0,24553.0,2842.0,2814.0,36057.0,539.0,1307.0,1055.0,1394.0,350.0,74.0,29.0,2107.0,1578.0,711.0,399.0,22283.0,14423.0,7448.0,4040.0,2328.0,1527.0,848.0,486.0,2559.0,1358.0,430.0,192.0,,12.026279157143305,17.418393113342898,10.894978642619838,11.618313512543194,11.315820446735396,14.015240328253224,,0.0,3.0,5.0,0.0,1.0,7.0,0.0,3.0,14.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,14.0,87.0,0.0,12.0,90.0,,187.0,770.0,,,,18.0,13.0,,38.0,20.0,38.0,14.0,12.0,34.0,,0.0
23081,Jaén,Jaén,Andalucía,112757.0,54244.0,58513.0,,38582.0,29043.0,67625.0,,5742.0,11199.0,53408.0,6154.0,4470.0,82789.0,2389.0,5048.0,2331.0,5735.0,1434.0,338.0,167.0,9556.0,7600.0,3599.0,1890.0,49074.0,32476.0,16035.0,8302.0,4673.0,2702.0,1308.0,700.0,3815.0,1843.0,703.0,413.0,,12.044779982511603,17.031905841325194,10.182231059020511,11.554765456249745,12.947046864968971,14.298272608125819,,0.0,2.0,3.0,0.0,0.0,14.0,0.0,3.0,57.0,0.0,0.0,86.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,32.0,169.0,0.0,6.0,205.0,,729.0,2610.0,27.0,3.0,3.0,18.0,34.0,19.0,214.0,154.0,149.0,40.0,46.0,22.0,,0.0
24120,León,León,Castilla y León,124028.0,56191.0,67837.0,,43243.0,35523.0,78766.0,,2172.0,5860.0,59742.0,4830.0,3993.0,78774.0,1280.0,3417.0,1545.0,2159.0,485.0,88.0,51.0,4554.0,3551.0,1505.0,854.0,51008.0,30722.0,14307.0,7546.0,3463.0,2259.0,1056.0,511.0,3102.0,1343.0,372.0,213.0,,12.61835166830597,17.596225104214913,10.687263943785682,12.474301286072773,12.023765521224371,15.314529335912315,,0.0,1.0,4.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,1.0,30.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,57.0,101.0,2.0,14.0,104.0,,2813.0,8915.0,1170.0,384.0,121.0,33.0,22.0,,151.0,157.0,704.0,13.0,39.0,19.0,,0.0
25153,Lleida,Lleida,Cataluña,140403.0,69541.0,70862.0,,45557.0,33485.0,79042.0,,3541.0,9408.0,63552.0,6284.0,6889.0,94148.0,1920.0,6193.0,3479.0,3539.0,908.0,227.0,129.0,7048.0,5483.0,2865.0,1683.0,56770.0,36477.0,19740.0,11069.0,4840.0,3615.0,2386.0,1284.0,5956.0,3176.0,1112.0,600.0,,11.65737321909544,17.15300649901102,9.971865777525538,11.53581028712348,9.508152892561984,13.97321692411014,,0.0,0.0,27.0,1.0,1.0,5.0,0.0,2.0,41.0,0.0,4.0,80.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,9.0,0.0,3.0,43.0,191.0,1.0,11.0,217.0,,2917.0,10479.0,641.0,77.0,20.0,155.0,108.0,,99.0,,1407.0,258.0,55.0,97.0,,0.0
26124,Logroño,Rioja (La),Rioja (La),152485.0,72341.0,80144.0,,50622.0,37217.0,87839.0,,2957.0,8554.0,66723.0,6146.0,6253.0,93436.0,1327.0,3189.0,2059.0,2941.0,793.0,231.0,124.0,6927.0,5364.0,2620.0,1474.0,61733.0,39487.0,20033.0,10377.0,4971.0,3112.0,1789.0,878.0,5709.0,2997.0,996.0,554.0,,12.005321181067966,17.125698741924516,10.294992060054858,11.773389921111885,11.856505733252867,14.004946575582414,,0.0,1.0,24.0,0.0,1.0,15.0,0.0,8.0,44.0,0.0,3.0,87.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,6.0,55.0,215.0,0.0,19.0,244.0,,2332.0,7284.0,1154.0,117.0,22.0,177.0,108.0,,57.0,1.0,181.0,286.0,55.0,174.0,,0.0
27062,Lugo,Lugo,Galicia,98519.0,45568.0,52951.0,,33254.0,31248.0,64502.0,,1804.0,5184.0,53009.0,4783.0,3764.0,71727.0,963.0,2659.0,1710.0,1704.0,472.0,75.0,44.0,3885.0,2933.0,1208.0,729.0,46990.0,30045.0,14510.0,7326.0,3761.0,2529.0,1385.0,698.0,3046.0,1464.0,401.0,200.0,,12.178950143506723,17.383990610328638,11.078859716859716,11.984776122579273,11.197378356819994,14.912353906762968,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,6.0,2.0,2.0,34.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,13.0,57.0,3.0,12.0,62.0,,1049.0,3044.0,567.0,89.0,22.0,41.0,43.0,1.0,82.0,96.0,54.0,6.0,31.0,17.0,,0.0
28039,Alcalá de Henares,Madrid,Madrid (Comunidad de),197562.0,96061.0,101501.0,,61487.0,47037.0,108524.0,,2152.0,7994.0,99012.0,6946.0,5349.0,124019.0,1452.0,6602.0,2869.0,2008.0,544.0,116.0,67.0,6243.0,4822.0,2156.0,1249.0,88270.0,60290.0,31457.0,16204.0,5302.0,3488.0,1810.0,888.0,4557.0,2310.0,693.0,353.0,,11.376626800210081,17.044676294820718,10.552268140317155,11.140611646085873,11.526178800452659,14.33357910906298,,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,23.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,28.0,106.0,2.0,1.0,118.0,,716.0,2603.0,,,,53.0,35.0,,71.0,269.0,144.0,21.0,108.0,15.0,,0.0
28040,Alcobendas,Madrid,Madrid (Comunidad de),118417.0,56554.0,61863.0,,35408.0,28665.0,64073.0,,1715.0,7018.0,186627.0,35097.0,14525.0,247035.0,1558.0,6023.0,3761.0,1653.0,690.0,298.0,190.0,5810.0,4678.0,2450.0,1450.0,181698.0,167139.0,149662.0,128055.0,34434.0,33381.0,31908.0,26378.0,14190.0,13020.0,11748.0,9864.0,,4.542310073638317,14.830139140955838,9.66064199655766,4.463520236876575,3.2338697217866064,4.634590556730092,,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,36.0,0.0,0.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,1.0,3.0,30.0,123.0,1.0,3.0,133.0,,803.0,2371.0,483.0,93.0,19.0,28.0,27.0,36.0,,38.0,14.0,17.0,40.0,8.0,,0.0
28041,Alcorcón,Madrid,Madrid (Comunidad de),172384.0,82959.0,89425.0,,53071.0,37608.0,90679.0,,1469.0,6341.0,79879.0,5267.0,4372.0,99385.0,1238.0,4464.0,1900.0,1389.0,451.0,105.0,63.0,5229.0,4166.0,1949.0,1138.0,71711.0,49841.0,26196.0,13277.0,4087.0,2881.0,1561.0,807.0,3769.0,2063.0,709.0,410.0,,11.159581842347409,16.565097192224624,10.21316886593995,11.01512501568797,10.87785661854661,13.625595648713187,,1.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,19.0,0.0,0.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,32.0,137.0,1.0,0.0,152.0,,173.0,518.0,100.0,26.0,8.0,4.0,7.0,1.0,1.0,5.0,7.0,4.0,8.0,2.0,,0.0
28094,Fuenlabrada,Madrid,Madrid (Comunidad de),194514.0,95847.0,98667.0,,63334.0,45375.0,108709.0,,2000.0,6336.0,98263.0,7208.0,6502.0,122452.0,1381.0,5890.0,3026.0,1928.0,467.0,78.0,41.0,5318.0,4136.0,1748.0,986.0,88622.0,60883.0,31400.0,16092.0,5675.0,3995.0,2148.0,1116.0,5646.0,3046.0,940.0,465.0,,11.400988131053714,17.56201244813278,10.760142910868748,11.140322944641285,10.85144140969163,13.966705632306057,,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,10.0,0.0,0.0,17.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,47.0,0.0,4.0,51.0,,708.0,2746.0,34.0,15.0,8.0,58.0,31.0,,24.0,1.0,127.0,257.0,60.0,93.0,,0.0
28102,Getafe,Madrid,Madrid (Comunidad de),185180.0,90403.0,94777.0,,57884.0,41055.0,98939.0,,1472.0,7250.0,85192.0,5744.0,5050.0,107745.0,1343.0,4970.0,2309.0,1383.0,368.0,98.0,58.0,6121.0,4955.0,2461.0,1437.0,78652.0,55547.0,29695.0,15179.0,4682.0,3339.0,1784.0,853.0,4442.0,2574.0,869.0,427.0,,10.937014233967655,17.067396963123645,9.808209442901486,10.785402405533235,10.77561725758223,13.407730751913553,,0.0,1.0,20.0,0.0,0.0,15.0,0.0,2.0,27.0,0.0,0.0,52.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,4.0,49.0,173.0,0.0,9.0,182.0,,341.0,1524.0,,,,53.0,32.0,71.0,16.0,62.0,59.0,2.0,29.0,17.0,,0.0
28113,Leganés,Madrid,Madrid (Comunidad de),191114.0,92573.0,98541.0,,59326.0,40448.0,99774.0,,1755.0,6793.0,88499.0,6046.0,5330.0,111070.0,1312.0,4620.0,2205.0,1646.0,414.0,70.0,38.0,5744.0,4550.0,2268.0,1295.0,80899.0,56361.0,29334.0,15246.0,4775.0,3305.0,1802.0,896.0,4594.0,2499.0,901.0,491.0,,11.152503573391973,17.375352369380316,9.9704213091922,10.993853199668722,11.060938219895288,13.65872224640836,,0.0,0.0,11.0,0.0,0.0,8.0,0.0,1.0,19.0,0.0,1.0,58.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,4.0,0.0,4.0,37.0,135.0,1.0,6.0,152.0,,301.0,1076.0,20.0,4.0,2.0,26.0,12.0,9.0,21.0,105.0,32.0,18.0,47.0,5.0,,1.0
28117,Madrid,Madrid,Madrid (Comunidad de),3334730.0,1553899.0,1780831.0,,953955.0,746647.0,1700602.0,,44614.0,222713.0,1497536.0,122516.0,87166.0,2012707.0,41320.0,109436.0,42711.0,42634.0,16548.0,7758.0,4995.0,176474.0,146044.0,84282.0,52091.0,1259240.0,890466.0,469582.0,242977.0,85325.0,60134.0,33084.0,17417.0,69129.0,39696.0,14641.0,8205.0,,10.885458740187516,15.05351433128489,8.925239808697032,10.862328595025572,10.826091297978317,13.31246495681986,,1.0,38.0,654.0,1.0,7.0,365.0,16.0,163.0,2508.0,3.0,50.0,2846.0,1.0,5.0,193.0,0.0,1.0,32.0,0.0,2.0,197.0,1.0,7.0,186.0,21.0,126.0,802.0,6806.0,44.0,399.0,7783.0,,31369.0,104618.0,9948.0,1759.0,486.0,676.0,389.0,,710.0,,10378.0,4736.0,920.0,1367.0,,0.0
28129,Móstoles,Madrid,Madrid (Comunidad de),210309.0,102307.0,108002.0,,66359.0,46637.0,112996.0,,2231.0,7614.0,104144.0,6187.0,5256.0,127220.0,1463.0,5749.0,2501.0,2136.0,475.0,91.0,38.0,5974.0,4671.0,2164.0,1280.0,90862.0,62496.0,32249.0,16388.0,4452.0,2866.0,1509.0,741.0,4418.0,2134.0,618.0,317.0,,11.405300593414832,17.670524344569287,10.34412286575159,11.12496004930554,11.716314016172507,14.580464010864645,,1.0,2.0,21.0,0.0,0.0,14.0,0.0,2.0,32.0,0.0,0.0,80.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,7.0,0.0,2.0,65.0,220.0,1.0,7.0,238.0,,789.0,3151.0,4.0,1.0,,74.0,55.0,111.0,59.0,253.0,112.0,49.0,55.0,16.0,,0.0
28141,Parla,Madrid,Madrid (Comunidad de),133482.0,66524.0,66958.0,,37838.0,25329.0,63167.0,,1170.0,3244.0,55060.0,3189.0,3175.0,66997.0,678.0,4347.0,1592.0,1131.0,300.0,68.0,39.0,2805.0,2215.0,996.0,600.0,50668.0,33888.0,17020.0,8583.0,2528.0,1689.0,859.0,397.0,2877.0,1460.0,423.0,187.0,,11.627327862945492,17.168629531388152,10.293383244206774,11.410111312860188,11.464893196202532,14.349266597149809,,0.0,0.0,7.0,0.0,0.0,5.0,0.0,1.0,17.0,0.0,1.0,66.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,43.0,126.0,2.0,4.0,143.0,,299.0,1117.0,,,,28.0,23.0,1.0,28.0,113.0,28.0,16.0,47.0,15.0,,0.0
28182,Torrejón de Ardoz,Madrid,Madrid (Comunidad de),132853.0,65343.0,67510.0,,40492.0,30744.0,71236.0,,1260.0,5107.0,69621.0,4948.0,3728.0,86439.0,932.0,4398.0,1937.0,1197.0,373.0,123.0,78.0,4137.0,3308.0,1612.0,897.0,57967.0,39801.0,20796.0,10498.0,3836.0,2675.0,1256.0,556.0,3155.0,1733.0,546.0,237.0,,11.282835910210556,16.489498746867167,10.004350978970269,11.101286766608588,11.451204379562045,13.819898573692551,,0.0,1.0,9.0,0.0,0.0,12.0,0.0,0.0,28.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,34.0,121.0,0.0,3.0,139.0,,71.0,270.0,,,,4.0,4.0,,3.0,29.0,10.0,2.0,13.0,6.0,,0.0
29903,Málaga,Málaga,Andalucía,578460.0,277789.0,300671.0,,186034.0,143158.0,329192.0,,31508.0,64676.0,272083.0,22151.0,21737.0,420160.0,13135.0,33467.0,12747.0,31375.0,8999.0,2868.0,1613.0,52805.0,43108.0,22326.0,12849.0,238203.0,161418.0,84559.0,44795.0,16640.0,10979.0,5708.0,2849.0,18278.0,8886.0,3209.0,1713.0,,11.581566253470028,16.4114377689243,9.590725688855223,11.153886558943423,11.584143028846153,14.331336032388664,,0.0,0.0,128.0,0.0,7.0,223.0,7.0,27.0,718.0,2.0,3.0,811.0,0.0,1.0,39.0,0.0,0.0,4.0,0.0,0.0,26.0,0.0,5.0,120.0,3.0,16.0,211.0,1810.0,12.0,59.0,2280.0,,969.0,3048.0,341.0,79.0,16.0,,,,52.0,,195.0,214.0,28.0,44.0,,0.0
30001,Marbella,Málaga,Andalucía,147633.0,70833.0,76800.0,,44302.0,36454.0,80756.0,,7654.0,15033.0,86216.0,10990.0,6699.0,128691.0,4191.0,16601.0,5764.0,7637.0,2476.0,762.0,351.0,13304.0,10921.0,6513.0,3768.0,76589.0,51215.0,28592.0,14834.0,9306.0,6285.0,3408.0,1718.0,6060.0,3143.0,1217.0,587.0,,11.445909380259337,15.946477674479508,8.953282471437161,11.206769379414798,11.219038254889318,13.883354785478549,,0.0,0.0,18.0,0.0,1.0,24.0,0.0,3.0,88.0,0.0,1.0,188.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,2.0,2.0,46.0,304.0,2.0,7.0,387.0,,574.0,1939.0,81.0,5.0,2.0,28.0,21.0,5.0,72.0,157.0,110.0,42.0,41.0,10.0,,1.0
31007,Cartagena,Murcia,Murcia (Región de),216108.0,107478.0,108630.0,,72543.0,54432.0,126975.0,,8484.0,14765.0,114235.0,8069.0,9241.0,159993.0,2808.0,9001.0,4362.0,8269.0,1986.0,542.0,269.0,10735.0,7871.0,3821.0,2138.0,102623.0,65642.0,32976.0,17576.0,6101.0,3871.0,1613.0,784.0,8076.0,4016.0,1406.0,746.0,,12.21999400154246,17.25061555206192,10.846204937121565,11.755541252935501,12.241924274709064,14.240591877166914,,0.0,1.0,10.0,0.0,1.0,13.0,0.0,3.0,15.0,0.0,2.0,128.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,4.0,21.0,142.0,2.0,11.0,202.0,,907.0,3206.0,117.0,23.0,7.0,62.0,67.0,,149.0,,69.0,301.0,55.0,57.0,,0.0
31021,Murcia,Murcia,Murcia (Región de),459403.0,224929.0,234474.0,,151289.0,123212.0,274501.0,,26464.0,43839.0,238932.0,18891.0,20933.0,358228.0,8668.0,20163.0,8895.0,25957.0,6267.0,1499.0,825.0,33118.0,25305.0,12040.0,6180.0,214100.0,141813.0,74957.0,39779.0,14476.0,9414.0,5165.0,2757.0,17972.0,9164.0,3314.0,1610.0,,11.958744687848224,17.20510498131525,10.602490488556072,11.360688743577768,11.453414617297597,14.077528933897174,,0.0,15.0,123.0,0.0,15.0,127.0,5.0,36.0,298.0,0.0,9.0,652.0,0.0,2.0,48.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,4.0,36.0,1.0,9.0,92.0,1143.0,6.0,90.0,1388.0,,3587.0,12769.0,555.0,144.0,58.0,314.0,139.0,55.0,568.0,,867.0,593.0,200.0,94.0,,0.0
