Código INE,Municipio,Provincia,Comunidad Autónoma,Población Total,Población Hombres,Población Mujeres,Unnamed: 7,Conductores Hombres,Conductoras Mujeres,Censo Conductores,Unnamed: 11,Parque Ciclomotores,Parque Motocicletas,Parque Turismos,Parque Furgonetas,Parque Camiones,Parque Total,Motocicletas sin ITV (<25 años),Turismos sin ITV (<25 años),Resto de Vehículos sin ITV (<25 años),Parque Ciclomotores (<25 años),Parque Ciclomotores (<15 años),Parque Ciclomotores (<8 años),Parque Ciclomotores (<4 años),Parque Motocicletas (<25 años),Parque Motocicletas (<15 años),Parque Motocicletas (<8 años),Parque Motocicletas (<4 años),Parque Turismos (<25 años),Parque Turismos (<15 años),Parque Turismos (<8 años),Parque Turismos (<4 años),Parque Furgonetas (<25 años),Parque Furgonetas (<15 años),Parque Furgonetas (<8 años),Parque Furgonetas (<4 años),Parque Camiones (<25 años),Parque Camiones (<15 años),Parque Camiones (<8 años),Parque Camiones (<4 años),Unnamed: 41,Antigüedad Media del Parque (<25 años),Antigüedad Media de Ciclomotores,Antigüedad Media de Motocicletas,Antigüedad Media de Turismos,Antigüedad Media de Furgonetas,Antigüedad Media de Camiones,Unnamed: 48,Bicicletas Fallecidos,Bicicletas Heridos Graves,Bicicletas Heridos Leves,Ciclomotores Fallecidos,Ciclomotores Heridos Graves,Ciclomotores Heridos Leves,Motocicletas Fallecidos,Motocicletas Heridos Graves,Motocicletas Heridos Leves,Turismos Fallecidos,Turismos Heridos Graves,Turismos Heridos Leves,Furgonetas Fallecidos,Furgonetas Heridos Graves,Furgonetas Heridos Leves,Camiones Fallecidos,Camiones Heridos Graves,Camiones Heridos Leves,Autobús Fallecidos,Autobús Heridos Graves,Autobús Heridos Leves,Otros Fallecidos,Otros Heridos Graves,Otros Heridos Leves,Peatones Fallecidos,Peatones Heridos Graves,Peatones Heridos Leves,Nº Accidentes con Víctimas,Fallecidos,Heridos Hospitalizados,Heridos no Hospitalizados,Unnamed: 80,Total Sanciones con Puntos,Total Puntos Detraídos,Velocidad (2 puntos),Velocidad (4 puntos),Velocidad (6 puntos),Alcohol (4 puntos),Alcohol (6 puntos),Drogas (6 puntos),"Casco, Cinturón, SRI (3 puntos)",Móvil (3 puntos),Semáforo (4 puntos),Otra (3 puntos),Otra (4 puntos),Otra (6 puntos),Unnamed: 95,Campañas
32092,Ourense,Ourense,Galicia,105643.0,47891.0,57752.0,,37191.0,31306.0,68497.0,,2221.0,5709.0,55332.0,4036.0,4234.0,73491.0,1009.0,2926.0,1454.0,2215.0,502.0,88.0,35.0,4036.0,3207.0,1385.0,767.0,45203.0,28332.0,14009.0,7349.0,2440.0,1644.0,883.0,444.0,3245.0,1443.0,365.0,182.0,,12.339202715611354,17.88339051918736,10.485678889990089,12.070404176713934,11.36469262295082,15.307171032357473,,0.0,2.0,1.0,1.0,0.0,5.0,0.0,7.0,12.0,0.0,2.0,49.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,26.0,97.0,2.0,22.0,100.0,,570.0,2569.0,,3.0,1.0,85.0,58.0,123.0,61.0,57.0,112.0,9.0,35.0,26.0,,0.0
33063,Gijón,Asturias,Asturias (Principado de),271717.0,127961.0,143756.0,,83601.0,67775.0,151376.0,,5384.0,19081.0,123059.0,7964.0,7403.0,167896.0,3254.0,9962.0,3600.0,5342.0,1713.0,507.0,275.0,15287.0,12336.0,5722.0,3155.0,108837.0,70950.0,34544.0,17952.0,5987.0,4112.0,2191.0,1152.0,6059.0,2904.0,938.0,476.0,,11.847372571357981,16.63881130662673,10.086105841564729,11.754437369644513,11.135261399699349,14.626321175111405,,0.0,2.0,44.0,0.0,3.0,25.0,0.0,6.0,81.0,0.0,4.0,167.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.0,2.0,9.0,91.0,373.0,2.0,25.0,428.0,,2745.0,9555.0,589.0,84.0,23.0,117.0,65.0,,75.0,,1073.0,552.0,65.0,102.0,,0.0
34006,Oviedo,Asturias,Asturias (Principado de),219910.0,101749.0,118161.0,,72169.0,58182.0,130351.0,,2878.0,11282.0,101013.0,7880.0,5841.0,133254.0,2046.0,7454.0,3342.0,2807.0,798.0,208.0,131.0,8762.0,6948.0,3153.0,1725.0,90318.0,60385.0,29914.0,15584.0,6273.0,4372.0,2331.0,1191.0,4745.0,2485.0,955.0,514.0,,11.599166545117589,17.133416458852867,10.35796051129879,11.499982506255675,11.046446676231469,13.751110642781876,,0.0,1.0,17.0,0.0,1.0,4.0,0.0,0.0,47.0,0.0,0.0,78.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,27.0,150.0,1.0,4.0,184.0,,5084.0,18589.0,849.0,210.0,62.0,109.0,50.0,,27.0,248.0,3420.0,36.0,54.0,19.0,,0.0
34171,Palencia,Palencia,Castilla y León,78144.0,36875.0,41269.0,,26630.0,20476.0,47106.0,,1355.0,3907.0,38398.0,3081.0,2628.0,51281.0,774.0,1648.0,1085.0,1353.0,273.0,57.0,24.0,3080.0,2415.0,989.0,495.0,34089.0,20075.0,9250.0,4646.0,2460.0,1553.0,753.0,352.0,2278.0,1079.0,342.0,178.0,,12.790814269788182,18.063762010347375,10.768178571428571,12.682819091202441,12.133760162601625,14.723985952589992,,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,9.0,26.0,3.0,2.0,30.0,,3670.0,14344.0,14.0,4.0,2.0,75.0,36.0,,311.0,,2940.0,181.0,53.0,54.0,,0.0
36025,"Palmas de Gran Canaria, Las",Palmas (Las),Canarias,381223.0,183905.0,197318.0,,112778.0,86579.0,199357.0,,10527.0,27811.0,181497.0,19353.0,28028.0,275061.0,4543.0,10779.0,6251.0,10007.0,3500.0,1075.0,596.0,22950.0,18811.0,10149.0,6289.0,153049.0,107570.0,61220.0,34394.0,13821.0,9633.0,6253.0,3970.0,24379.0,14114.0,7714.0,4794.0,,11.060954573945747,16.574962526231637,9.38363660130719,10.689742696783384,10.432847116706462,12.442060379835103,,0.0,3.0,37.0,0.0,3.0,87.0,0.0,14.0,241.0,0.0,1.0,371.0,0.0,0.0,48.0,0.0,0.0,10.0,0.0,0.0,62.0,0.0,0.0,30.0,2.0,13.0,104.0,780.0,2.0,34.0,990.0,,4578.0,13427.0,2180.0,468.0,107.0,84.0,61.0,,141.0,,317.0,914.0,209.0,97.0,,0.0
37022,Pontevedra,Pontevedra,Galicia,83260.0,39344.0,43916.0,,27821.0,25568.0,53389.0,,2071.0,5627.0,42980.0,3052.0,3427.0,59044.0,941.0,2271.0,1337.0,2063.0,480.0,116.0,66.0,4363.0,3335.0,1258.0,701.0,37481.0,23218.0,11052.0,5520.0,2138.0,1482.0,860.0,376.0,2823.0,1305.0,388.0,203.0,,12.498996542542622,17.616199709161414,11.16102452440981,12.256300792401483,10.992076707202994,15.020453418349273,,0.0,0.0,9.0,0.0,1.0,6.0,0.0,1.0,18.0,0.0,1.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,17.0,81.0,0.0,4.0,94.0,,437.0,1752.0,,,,67.0,24.0,83.0,38.0,168.0,12.0,16.0,23.0,6.0,,0.0
37041,Vigo,Pontevedra,Galicia,296692.0,140164.0,156528.0,,95390.0,83441.0,178831.0,,11723.0,29128.0,151553.0,8756.0,9393.0,215138.0,5782.0,9573.0,3687.0,11688.0,2560.0,430.0,194.0,23481.0,17923.0,8212.0,4703.0,129320.0,84224.0,41992.0,21560.0,5868.0,4227.0,2468.0,1204.0,7588.0,3808.0,1271.0,666.0,,12.086770611768078,17.8465537303217,10.66459051999489,11.73480590782555,10.46916496250852,14.361830521876648,,0.0,1.0,14.0,0.0,0.0,30.0,2.0,12.0,157.0,1.0,3.0,228.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,12.0,2.0,8.0,83.0,431.0,5.0,25.0,541.0,,8775.0,22398.0,6467.0,837.0,190.0,166.0,100.0,18.0,92.0,376.0,346.0,24.0,105.0,54.0,,0.0
37324,Salamanca,Salamanca,Castilla y León,144825.0,65661.0,79164.0,,48996.0,38552.0,87548.0,,2016.0,6028.0,61460.0,4077.0,3949.0,79554.0,1137.0,3187.0,1750.0,1984.0,509.0,118.0,55.0,4760.0,3677.0,1557.0,840.0,53398.0,32586.0,14779.0,7475.0,3008.0,2049.0,993.0,472.0,3368.0,1563.0,400.0,207.0,,12.56520874284876,17.215584677419354,10.808371848739496,12.4312925577737,11.675987367021277,15.045397862232779,,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,30.0,2.0,5.0,31.0,,991.0,3384.0,294.0,46.0,14.0,56.0,33.0,33.0,59.0,167.0,166.0,14.0,65.0,44.0,,0.0
39018,San Cristóbal de La Laguna,Santa Cruz de Tenerife,Canarias,158911.0,76703.0,82208.0,,49270.0,41408.0,90678.0,,3678.0,10818.0,87104.0,10148.0,15561.0,129699.0,1877.0,6327.0,3722.0,3543.0,940.0,191.0,100.0,8256.0,6297.0,3230.0,2052.0,70345.0,44870.0,25671.0,14656.0,6165.0,3145.0,1392.0,713.0,13840.0,7857.0,4409.0,2618.0,,12.004521838726443,17.258224668360146,10.197881540697674,11.597341815338687,13.944035685320356,12.63490317919075,,0.0,6.0,26.0,0.0,0.0,11.0,1.0,11.0,49.0,0.0,3.0,212.0,0.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,6.0,60.0,331.0,1.0,26.0,406.0,,563.0,2019.0,,,,66.0,28.0,6.0,31.0,269.0,48.0,31.0,69.0,15.0,,0.0
39033,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,209194.0,99840.0,109354.0,,63892.0,52985.0,116877.0,,5183.0,16535.0,118285.0,13353.0,17708.0,176209.0,3266.0,8430.0,4848.0,5035.0,1526.0,401.0,228.0,12813.0,10084.0,5421.0,3284.0,92315.0,60121.0,33720.0,17768.0,8376.0,5089.0,2748.0,1684.0,15594.0,9182.0,5076.0,3115.0,,11.708197831584455,16.668504468718968,9.829571528915945,11.497344201917349,12.19856494746896,12.348612286776966,,0.0,2.0,9.0,0.0,2.0,7.0,0.0,14.0,70.0,1.0,8.0,131.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,13.0,36.0,250.0,2.0,40.0,279.0,,6903.0,26312.0,425.0,99.0,20.0,32.0,30.0,17.0,58.0,491.0,5605.0,63.0,49.0,14.0,,0.0
40030,Santander,Cantabria,Cantabria,173375.0,79936.0,93439.0,,54509.0,44406.0,98915.0,,4449.0,14399.0,81584.0,5330.0,6172.0,117011.0,2465.0,5107.0,2423.0,4427.0,1292.0,435.0,257.0,11328.0,9072.0,4341.0,2393.0,73316.0,49575.0,25144.0,13267.0,3913.0,2743.0,1473.0,755.0,5276.0,2640.0,792.0,418.0,,11.454486277714542,16.801825163767788,10.094915254237288,11.314304653827268,10.952921032455917,14.440720242608036,,1.0,1.0,27.0,0.0,3.0,27.0,0.0,9.0,101.0,2.0,3.0,148.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,1.0,11.0,0.0,14.0,56.0,337.0,4.0,31.0,390.0,,1155.0,3907.0,100.0,123.0,28.0,,,,280.0,,194.0,305.0,117.0,8.0,,0.0
41015,Segovia,Segovia,Castilla y León,52057.0,24328.0,27729.0,,17755.0,14303.0,32058.0,,1032.0,2819.0,26664.0,2260.0,2361.0,36270.0,473.0,1387.0,916.0,1023.0,226.0,52.0,21.0,1962.0,1459.0,605.0,320.0,23183.0,14087.0,6664.0,3438.0,1674.0,1224.0,606.0,271.0,2001.0,1039.0,255.0,121.0,,12.529971067260492,17.945190615835777,11.228985728848114,12.3576724323858,10.954169653524492,14.453953023488255,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,13.0,39.0,0.0,5.0,43.0,,659.0,1986.0,268.0,36.0,5.0,38.0,18.0,23.0,77.0,141.0,20.0,6.0,18.0,9.0,,0.0
41094,Dos Hermanas,Sevilla,Andalucía,135050.0,66330.0,68720.0,,44800.0,37450.0,82250.0,,5568.0,9973.0,70448.0,3161.0,5445.0,97507.0,2194.0,8881.0,3186.0,5544.0,1391.0,388.0,250.0,8150.0,6557.0,3005.0,1725.0,66160.0,46126.0,23468.0,12118.0,2474.0,1919.0,1163.0,515.0,4973.0,2638.0,823.0,391.0,,11.477292344007482,17.029709595959595,10.219096932515338,11.017362303506651,9.731628940986257,13.962425095515785,,0.0,2.0,8.0,0.0,0.0,9.0,0.0,1.0,33.0,0.0,2.0,53.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,3.0,16.0,115.0,1.0,9.0,128.0,,285.0,1076.0,,,,64.0,38.0,,74.0,80.0,12.0,,10.0,7.0,,0.0
42044,Sevilla,Sevilla,Andalucía,691395.0,328013.0,363382.0,,217327.0,170726.0,388053.0,,39589.0,62948.0,328680.0,20041.0,23595.0,485440.0,13588.0,38016.0,13083.0,39461.0,10595.0,2306.0,1117.0,49690.0,40315.0,18985.0,10248.0,288753.0,200742.0,100558.0,53816.0,13290.0,10809.0,6998.0,3780.0,19339.0,9942.0,3298.0,1668.0,,11.589636145608642,16.87268847723068,10.029739182934192,11.078483686749575,8.775846501128669,14.149945705569058,,0.0,7.0,174.0,0.0,5.0,194.0,3.0,58.0,722.0,0.0,10.0,989.0,1.0,3.0,50.0,0.0,1.0,5.0,0.0,0.0,30.0,0.0,4.0,80.0,2.0,23.0,205.0,1861.0,6.0,111.0,2449.0,,5901.0,19983.0,1718.0,514.0,170.0,264.0,231.0,,334.0,,1464.0,945.0,115.0,146.0,,0.0
43018,Soria,Soria,Castilla y León,39821.0,18788.0,21033.0,,14357.0,12059.0,26416.0,,803.0,2246.0,20648.0,2632.0,2057.0,29588.0,524.0,1048.0,872.0,797.0,161.0,26.0,12.0,1634.0,1182.0,490.0,291.0,18100.0,11062.0,5238.0,2716.0,2133.0,1373.0,749.0,400.0,1801.0,901.0,318.0,167.0,,12.580027860618427,17.905069008782935,11.407141982864138,12.3741,11.723258321612752,14.323014991671293,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,16.0,0.0,7.0,12.0,,371.0,1424.0,3.0,,1.0,12.0,6.0,,35.0,,249.0,43.0,17.0,5.0,,0.0
44022,Tarragona,Tarragona,Cataluña,136496.0,66666.0,69830.0,,43279.0,32658.0,75937.0,,3837.0,13327.0,64082.0,5396.0,4817.0,94004.0,2585.0,5693.0,2482.0,3832.0,1096.0,274.0,138.0,10378.0,8011.0,4147.0,2327.0,57565.0,39356.0,21824.0,11960.0,4057.0,2662.0,1456.0,817.0,4134.0,2196.0,787.0,436.0,,11.31017260714808,17.002124217118997,10.075330506841395,10.919606879180057,11.335942814887849,13.820041122399614,,0.0,0.0,15.0,0.0,1.0,11.0,0.0,9.0,59.0,1.0,1.0,65.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,11.0,37.0,202.0,1.0,22.0,208.0,,1424.0,4427.0,583.0,120.0,23.0,61.0,31.0,24.0,99.0,204.0,156.0,18.0,74.0,31.0,,0.0
45014,Teruel,Teruel,Aragón,36240.0,17287.0,18953.0,,12998.0,10422.0,23420.0,,1497.0,2504.0,18946.0,2286.0,2223.0,28945.0,430.0,795.0,789.0,1496.0,307.0,82.0,41.0,1856.0,1314.0,562.0,292.0,17067.0,11099.0,5564.0,2931.0,1783.0,1033.0,498.0,254.0,1984.0,1012.0,300.0,150.0,,12.3048230504228,17.690561497326204,11.47832974137931,11.723304037030527,12.84388670779585,14.391602822580646,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,,92.0,354.0,,,,10.0,5.0,,10.0,,11.0,30.0,18.0,8.0,,1.0
46023,Toledo,Toledo,Castilla-La Mancha,85811.0,40941.0,44870.0,,26328.0,22181.0,48509.0,,1428.0,5109.0,46242.0,3484.0,3035.0,60442.0,955.0,2681.0,1228.0,1415.0,350.0,90.0,40.0,3912.0,3065.0,1414.0,774.0,43071.0,29914.0,15340.0,7815.0,2800.0,1935.0,1069.0,538.0,2636.0,1396.0,433.0,215.0,,11.338338049252451,17.159017667844523,10.403172290388548,11.042498664995009,11.059746428571428,14.131881638846737,,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,44.0,1.0,1.0,51.0,,471.0,1903.0,24.0,4.0,1.0,71.0,52.0,,33.0,,48.0,118.0,64.0,56.0,,0.0
47045,Valencia,Valencia/València,Comunitat Valenciana,800215.0,380293.0,419922.0,,258405.0,194930.0,453335.0,,20818.0,66754.0,363140.0,24322.0,25507.0,513747.0,11867.0,28962.0,10850.0,20717.0,5776.0,1717.0,976.0,50021.0,39011.0,19645.0,10917.0,313649.0,216206.0,116118.0,62351.0,16626.0,11464.0,6713.0,3671.0,20322.0,10066.0,3347.0,1780.0,,11.328292367579591,16.635099676594102,10.196813138481838,10.960860037812969,10.803060267051606,14.362640980218483,,1.0,23.0,151.0,0.0,8.0,106.0,3.0,57.0,527.0,1.0,6.0,364.0,0.0,1.0,25.0,0.0,0.0,6.0,0.0,1.0,73.0,0.0,17.0,196.0,5.0,19.0,154.0,1474.0,10.0,132.0,1602.0,,10471.0,31566.0,5089.0,1222.0,296.0,349.0,232.0,,298.0,,1263.0,1370.0,116.0,236.0,,0.0
48018,Valladolid,Valladolid,Castilla y León,299265.0,140247.0,159018.0,,101350.0,73623.0,174973.0,,4888.0,15964.0,138947.0,7325.0,9318.0,182319.0,3039.0,7763.0,3834.0,4862.0,1188.0,310.0,160.0,12815.0,10013.0,4366.0,2398.0,126095.0,80990.0,39885.0,20077.0,5569.0,4016.0,2274.0,1136.0,7986.0,4084.0,1303.0,682.0,,12.006071915043114,17.59023241464418,10.57879047990636,11.859459375867402,10.527153887592027,14.263439769596795,,0.0,0.0,32.0,0.0,2.0,20.0,2.0,9.0,72.0,2.0,2.0,154.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,1.0,16.0,1.0,7.0,55.0,332.0,5.0,22.0,375.0,,4539.0,15350.0,1204.0,241.0,46.0,67.0,75.0,78.0,135.0,675.0,1840.0,66.0,72.0,40.0,,0.0
50065,Zamora,Zamora,Castilla y León,60988.0,28299.0,32689.0,,22578.0,17978.0,40556.0,,1655.0,3376.0,30533.0,2522.0,2507.0,41943.0,761.0,1703.0,1154.0,1379.0,360.0,89.0,50.0,2760.0,2110.0,823.0,439.0,27312.0,16062.0,7358.0,3625.0,2019.0,1270.0,603.0,275.0,2220.0,953.0,304.0,174.0,,12.89508340124966,17.55653372008702,11.128159420289855,12.710494654364382,12.217315502724121,14.990441441441442,,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,12.0,0.0,1.0,40.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,71.0,0.0,8.0,79.0,,491.0,1745.0,125.0,31.0,7.0,24.0,16.0,46.0,60.0,62.0,81.0,7.0,21.0,11.0,,0.0
50297,Salvatierra de Esca,Zaragoza,Aragón,207.0,96.0,111.0,,81.0,51.0,132.0,,5.0,7.0,132.0,47.0,24.0,238.0,3.0,9.0,10.0,5.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,108.0,55.0,25.0,10.0,25.0,7.0,1.0,0.0,18.0,9.0,4.0,1.0,,14.364101123595505,18.696,11.543333333333333,13.697222222222223,18.5312,13.988888888888889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,4.0
51001,Santa Cruz de Moncayo,Zaragoza,Aragón,123.0,67.0,56.0,,44.0,30.0,74.0,,14.0,18.0,93.0,8.0,15.0,154.0,6.0,4.0,5.0,14.0,1.0,0.0,0.0,15.0,8.0,3.0,2.0,84.0,48.0,22.0,13.0,6.0,1.0,0.0,0.0,15.0,8.0,2.0,0.0,,13.88427536231884,18.847857142857144,14.379333333333333,12.553333333333333,17.191666666666666,14.962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0
52001,Santa Eulalia de Gállego,Zaragoza,Aragón,97.0,55.0,42.0,,37.0,16.0,53.0,,1.0,12.0,48.0,10.0,10.0,84.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,39.0,23.0,12.0,5.0,5.0,0.0,0.0,0.0,9.0,5.0,2.0,1.0,,13.525333333333334,16.16,8.264,13.453333333333333,19.84,12.802222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,3.0
50297,Zaragoza,Zaragoza,Aragón,681877.0,326103.0,355774.0,,217389.0,148265.0,365654.0,,14493.0,40060.0,270275.0,21676.0,17842.0,376213.0,6206.0,12823.0,7837.0,14415.0,4679.0,1181.0,611.0,33679.0,26873.0,13355.0,7382.0,247468.0,166662.0,87847.0,45840.0,17354.0,11639.0,6135.0,3230.0,15580.0,8219.0,2722.0,1359.0,,11.489587425862124,16.428477974332292,9.99237210130942,11.243402056023404,11.355145787714648,14.063118741976893,,0.0,13.0,62.0,0.0,4.0,35.0,3.0,24.0,147.0,0.0,3.0,246.0,0.0,1.0,22.0,0.0,1.0,4.0,0.0,3.0,47.0,0.0,9.0,53.0,5.0,28.0,125.0,672.0,8.0,86.0,741.0,,14708.0,39572.0,9660.0,1696.0,383.0,346.0,146.0,,189.0,,908.0,1059.0,196.0,125.0,,
51001,Ceuta,Ceuta,Ceuta,84202.0,42542.0,41660.0,,25274.0,16376.0,41650.0,,3420.0,13631.0,42028.0,5101.0,2363.0,67589.0,3269.0,7071.0,2528.0,3401.0,1518.0,506.0,232.0,11600.0,9281.0,5171.0,2994.0,34304.0,20740.0,9630.0,4778.0,4338.0,2058.0,603.0,282.0,2076.0,947.0,265.0,92.0,,12.353114658567165,14.729214936783299,9.652125862068965,12.506379722481343,14.833653757491932,15.296088631984587,,0.0,0.0,5.0,0.0,0.0,16.0,0.0,5.0,74.0,0.0,0.0,105.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,165.0,1.0,7.0,231.0,,749.0,2545.0,13.0,1.0,,5.0,10.0,,118.0,378.0,34.0,51.0,88.0,51.0,,
52001,Melilla,Melilla,Melilla,87076.0,44162.0,42914.0,,26521.0,18053.0,44574.0,,3134.0,7766.0,47134.0,8962.0,3911.0,72353.0,2213.0,10119.0,4902.0,3125.0,1086.0,327.0,159.0,6298.0,4858.0,2873.0,1806.0,37762.0,21518.0,10628.0,6061.0,7490.0,3173.0,782.0,450.0,3266.0,975.0,216.0,127.0,,13.322147545153905,15.9048992,9.635690695458877,12.910763201101636,15.492355140186916,17.206589099816288,,0.0,1.0,16.0,0.0,1.0,28.0,0.0,5.0,62.0,0.0,0.0,119.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,7.0,66.0,242.0,1.0,16.0,310.0,,1543.0,5010.0,139.0,17.0,5.0,18.0,3.0,,221.0,,66.0,843.0,149.0,82.0,,
